,학교명주소,총인원남학생여학생,"과학고외고/국제고자사고기타계(외국,영재,유학,대안)",특목고계특목고비율
4,익산중학교전라북도 익산시 금마면 동고도리,48 명32 명16 명,1 명0 명14 명0 명,1 명2.08 %
5,이리북중학교전라북도 익산시 신동,239 명157 명82 명,1 명3 명13 명0 명,4 명1.67 %
6,이리영등중학교전라북도 익산시 어양동,245 명115 명130 명,1 명3 명9 명0 명,4 명1.63 %
7,익산어양중학교전라북도 익산시 어양동,246 명97 명149 명,2 명2 명16 명0 명,4 명1.63 %
8,익산부송중학교전라북도 익산시 부송동,250 명94 명156 명,0 명4 명2 명0 명,4 명1.60 %
9,익산지원중학교전라북도 익산시 마동,201 명118 명83 명,1 명2 명14 명0 명,3 명1.49 %
10,원광중학교전라북도 익산시 부송동,203 명203 명0 명,3 명0 명19 명1 명,3 명1.48 %
11,이리중학교전라북도 익산시 평화동,192 명192 명0 명,1 명1 명15 명2 명,2 명1.04 %
12,남성중학교전라북도 익산시 신동,202 명202 명0 명,0 명2 명45 명0 명,2 명0.99 %
13,이일여자중학교전라북도 익산시 인화동1가,204 명0 명204 명,2 명0 명0 명0 명,2 명0.98 %
14,익산부천중학교전라북도 익산시 어양동,274 명135 명139 명,1 명1 명8 명0 명,2 명0.73 %
15,원광여자중학교전라북도 익산시 모현동1가,213 명0 명213 명,0 명1 명1 명5 명,1 명0.47 %
16,진경여자중학교전라북도 익산시 황등면 동련리,27 명0 명27 명,0 명0 명0 명0 명,0 명0.00 %
17,성당중학교전라북도 익산시 성당면 갈산리,9 명4 명5 명,0 명0 명0 명0 명,0 명0.00 %
18,함열여자중학교전라북도 익산시 함열읍 남당리,32 명0 명32 명,0 명0 명0 명0 명,0 명0.00 %
19,황등중학교전라북도 익산시 황등면 황등리,25 명25 명0 명,0 명0 명1 명1 명,0 명0.00 %
0,화산중학교전라북도 완주군 화산면 화평리,105 명64 명41 명,4 명1 명28 명1 명,5 명4.76 %
1,구이중학교전라북도 완주군 구이면 두현리,35 명20 명15 명,0 명1 명0 명0 명,1 명2.86 %
2,봉서중학교전라북도 완주군 봉동읍 둔산리,212 명97 명115 명,2 명2 명9 명3 명,4 명1.89 %
3,삼례여자중학교전라북도 완주군 삼례읍 삼례리,79 명0 명79 명,0 명1 명0 명3 명,1 명1.27 %
4,삼례중학교전라북도 완주군 삼례읍 삼례리,75 명75 명0 명,0 명0 명0 명0 명,0 명0.00 %
5,상관중학교전라북도 완주군 상관면 신리,44 명31 명13 명,0 명0 명1 명0 명,0 명0.00 %
6,완주중학교전라북도 완주군 봉동읍 낙평리,133 명71 명62 명,0 명0 명0 명0 명,0 명0.00 %
7,운주중학교전라북도 완주군 운주면 장선리,6 명3 명3 명,0 명0 명0 명0 명,0 명0.00 %
8,고산중학교전라북도 완주군 고산면 읍내리,47 명26 명21 명,0 명0 명0 명0 명,0 명0.00 %
9,삼우중학교전라북도 완주군 이서면 상개리,52 명26 명26 명,0 명0 명1 명0 명,0 명0.00 %
10,소양중학교전라북도 완주군 소양면 황운리,32 명20 명12 명,0 명0 명0 명0 명,0 명0.00 %
11,용진중학교전라북도 완주군 용진읍 상운리,29 명19 명10 명,0 명0 명0 명0 명,0 명0.00 %
12,전주예술중학교전라북도 완주군 구이면 항가리,38 명9 명29 명,0 명0 명0 명4 명,0 명0.00 %
13,전북체육중학교전라북도 완주군 소양면 해월리,32 명19 명13 명,0 명0 명0 명0 명,0 명0.00 %
0,동계중학교전라북도 순창군 동계면 관전리,3 명3 명0 명,0 명0 명0 명0 명,0 명0.00 %
1,순창북중학교전라북도 순창군 순창읍 순화리,50 명50 명0 명,0 명0 명0 명0 명,0 명0.00 %
2,순창중학교전라북도 순창군 순창읍 남계리,48 명48 명0 명,0 명0 명0 명0 명,0 명0.00 %
3,구림중학교전라북도 순창군 구림면 운남리,7 명4 명3 명,0 명0 명0 명0 명,0 명0.00 %
4,복흥중학교전라북도 순창군 복흥면 정산리,12 명7 명5 명,0 명0 명0 명0 명,0 명0.00 %
5,순창여자중학교전라북도 순창군 순창읍 순화리,89 명0 명89 명,0 명0 명0 명0 명,0 명0.00 %
6,쌍치중학교전라북도 순창군 쌍치면 쌍계리,15 명10 명5 명,0 명0 명0 명0 명,0 명0.00 %
0,부안여자중학교전라북도 부안군 부안읍 봉덕리,163 명0 명163 명,0 명2 명0 명0 명,2 명1.23 %
1,백산중학교전라북도 부안군 백산면 오곡리,48 명26 명22 명,0 명0 명0 명0 명,0 명0.00 %
2,변산중학교전라북도 부안군 진서면 곰소리,11 명7 명4 명,0 명0 명0 명0 명,0 명0.00 %
3,삼남중학교전라북도 부안군 부안읍 선은리,96 명96 명0 명,0 명0 명1 명0 명,0 명0.00 %
4,위도중학교전라북도 부안군 위도면 진리,4 명0 명4 명,0 명0 명0 명0 명,0 명0.00 %
5,줄포중학교전라북도 부안군 줄포면 줄포리,17 명14 명3 명,0 명0 명0 명0 명,0 명0.00 %
6,계화중학교전라북도 부안군 계화면 창북리,10 명7 명3 명,0 명0 명0 명10 명,0 명0.00 %
7,변산서중학교전라북도 부안군 변산면 운산리,22 명9 명13 명,0 명0 명0 명0 명,0 명0.00 %
8,보안중학교전라북도 부안군 보안면 영전리,7 명2 명5 명,0 명0 명0 명0 명,0 명0.00 %
9,부안중학교전라북도 부안군 부안읍 서외리,90 명90 명0 명,0 명0 명0 명1 명,0 명0.00 %
10,상서중학교전라북도 부안군 상서면 용서리,9 명6 명3 명,0 명0 명0 명0 명,0 명0.00 %
11,주산중학교전라북도 부안군 주산면 갈촌리,4 명3 명1 명,0 명0 명0 명0 명,0 명0.00 %
12,하서중학교전라북도 부안군 하서면 석상리,22 명10 명12 명,0 명0 명0 명0 명,0 명0.00 %
0,안성중학교전라북도 무주군 안성면 사전리,25 명17 명8 명,0 명1 명1 명0 명,1 명4.00 %
1,무풍중학교전라북도 무주군 무풍면 현내리,10 명7 명3 명,0 명0 명0 명0 명,0 명0.00 %
2,설천중학교전라북도 무주군 설천면 소천리,49 명22 명27 명,0 명0 명0 명0 명,0 명0.00 %
3,적상중학교전라북도 무주군 적상면 사산리,8 명6 명2 명,0 명0 명0 명0 명,0 명0.00 %
4,무주중학교전라북도 무주군 무주읍 읍내리,109 명58 명51 명,0 명0 명1 명0 명,0 명0.00 %
5,부남중학교전라북도 무주군 부남면 대소리,4 명2 명2 명,0 명0 명0 명0 명,0 명0.00 %
0,운봉중학교전라북도 남원시 운봉읍 동천리,29 명13 명16 명,0 명1 명0 명0 명,1 명3.45 %
1,남원한빛중학교전라북도 남원시 월락동,194 명97 명97 명,0 명2 명2 명0 명,2 명1.03 %
2,남원중학교전라북도 남원시 향교동,200 명101 명99 명,1 명1 명0 명0 명,2 명1.00 %
3,남원용성중학교전라북도 남원시 도통동,198 명97 명101 명,0 명1 명4 명0 명,1 명0.51 %
4,남원하늘중학교전라북도 남원시 하정동,163 명80 명83 명,0 명0 명1 명2 명,0 명0.00 %
5,대강중학교전라북도 남원시 대강면 방동리,8 명5 명3 명,0 명0 명0 명0 명,0 명0.00 %
6,산내중학교전라북도 남원시 산내면 대정리,17 명8 명9 명,0 명0 명0 명1 명,0 명0.00 %
7,수지중학교전라북도 남원시 수지면 산정리,5 명3 명2 명,0 명0 명0 명0 명,0 명0.00 %
8,용북중학교전라북도 남원시 사매면 오신리,56 명29 명27 명,0 명0 명2 명2 명,0 명0.00 %
9,인월중학교전라북도 남원시 인월면 서무리,18 명13 명5 명,0 명0 명0 명0 명,0 명0.00 %
10,금지중학교전라북도 남원시 금지면 옹정리,6 명5 명1 명,0 명0 명0 명0 명,0 명0.00 %
11,보절중학교전라북도 남원시 보절면 신파리,3 명0 명3 명,0 명0 명0 명0 명,0 명0.00 %
12,송동중학교전라북도 남원시 송동면 신평리,6 명4 명2 명,0 명0 명0 명0 명,0 명0.00 %
13,아영중학교전라북도 남원시 아영면 청계리,15 명9 명6 명,0 명0 명0 명0 명,0 명0.00 %
0,김제중앙중학교전라북도 김제시 옥산동,99 명99 명0 명,1 명0 명4 명0 명,1 명1.01 %
1,지평선중학교전라북도 김제시 성덕면 묘라리,39 명20 명19 명,0 명0 명1 명0 명,0 명0.00 %
2,동국대학교사범대학부속금산중학교전라북도 김제시 금산면 쌍용리,34 명26 명8 명,0 명0 명0 명0 명,0 명0.00 %
3,김제여자중학교전라북도 김제시 요촌동,133 명0 명133 명,0 명0 명1 명0 명,0 명0.00 %
4,김제중학교전라북도 김제시 신풍동,101 명101 명0 명,0 명0 명3 명0 명,0 명0.00 %
5,만경여자중학교전라북도 김제시 만경읍 만경리,7 명0 명7 명,0 명0 명0 명0 명,0 명0.00 %
6,봉남중학교전라북도 김제시 봉남면 대송리,8 명3 명5 명,0 명0 명0 명0 명,0 명0.00 %
7,청하중학교전라북도 김제시 청하면 관상리,6 명4 명2 명,0 명0 명0 명0 명,0 명0.00 %
8,금구중학교전라북도 김제시 금구면 금구리,36 명21 명15 명,0 명0 명0 명0 명,0 명0.00 %
9,금성여자중학교전라북도 김제시 신풍동,136 명0 명136 명,0 명0 명0 명0 명,0 명0.00 %
10,덕암중학교전라북도 김제시 서암동,72 명72 명0 명,0 명0 명3 명0 명,0 명0.00 %
11,만경중학교전라북도 김제시 만경읍 만경리,11 명11 명0 명,0 명0 명0 명0 명,0 명0.00 %
12,용지중학교전라북도 김제시 용지면 구암리,20 명11 명9 명,0 명0 명0 명0 명,0 명0.00 %
0,회현중학교전라북도 군산시 회현면 대정리,86 명48 명38 명,0 명4 명17 명4 명,4 명4.65 %
1,군산금강중학교전라북도 군산시 미룡동,268 명134 명134 명,0 명9 명4 명0 명,9 명3.36 %
2,군산진포중학교전라북도 군산시 수송동,248 명121 명127 명,1 명6 명28 명0 명,7 명2.82 %
3,군산산북중학교전라북도 군산시 산북동,221 명113 명108 명,2 명4 명20 명0 명,6 명2.71 %
4,군산중학교전라북도 군산시 송풍동,277 명144 명133 명,0 명7 명17 명0 명,7 명2.53 %
5,군산서흥중학교전라북도 군산시 서흥남동,281 명144 명137 명,0 명7 명27 명1 명,7 명2.49 %
6,군산중앙중학교전라북도 군산시 성산면 도암리,198 명102 명96 명,0 명4 명57 명0 명,4 명2.02 %
7,군산남중학교전라북도 군산시 문화동,266 명137 명129 명,1 명4 명26 명2 명,5 명1.88 %
8,군산동산중학교전라북도 군산시 금동,190 명95 명95 명,0 명3 명11 명14 명,3 명1.58 %
9,군산영광중학교전라북도 군산시 중앙로2가,201 명98 명103 명,0 명3 명24 명0 명,3 명1.49 %
10,군산동원중학교전라북도 군산시 나운동,283 명140 명143 명,1 명3 명35 명0 명,4 명1.41 %
11,군산월명중학교전라북도 군산시 소룡동,204 명105 명99 명,0 명2 명12 명0 명,2 명0.98 %
12,군산제일중학교전라북도 군산시 조촌동,246 명125 명121 명,1 명1 명2 명0 명,2 명0.81 %
13,군산자양중학교전라북도 군산시 옥구읍 선제리,22 명11 명11 명,0 명0 명0 명0 명,0 명0.00 %
14,군산대성중학교전라북도 군산시 임피면 읍내리,6 명3 명3 명,0 명0 명1 명0 명,0 명0.00 %
15,옥구중학교전라북도 군산시 대야면 지경리,33 명19 명14 명,0 명0 명0 명0 명,0 명0.00 %
16,나포중학교전라북도 군산시 나포면 옥곤리,13 명8 명5 명,0 명0 명1 명0 명,0 명0.00 %
17,선유도중학교전라북도 군산시 옥도면 선유도리,4 명3 명1 명,0 명0 명0 명0 명,0 명0.00 %
18,임피중학교전라북도 군산시 서수면 서수리,13 명7 명6 명,0 명0 명0 명0 명,0 명0.00 %
0,영선중학교전라북도 고창군 무장면 무장리,78 명39 명39 명,2 명1 명10 명0 명,3 명3.85 %
1,고창북중학교전라북도 고창군 부안면 상등리,72 명42 명30 명,0 명1 명0 명2 명,1 명1.39 %
2,고창여자중학교전라북도 고창군 고창읍 석교리,168 명0 명168 명,0 명1 명0 명1 명,1 명0.60 %
3,고창중학교전라북도 고창군 고창읍 덕산리,171 명171 명0 명,0 명0 명0 명0 명,0 명0.00 %
4,대성중학교전라북도 고창군 대산면 매산리,18 명9 명9 명,0 명0 명0 명1 명,0 명0.00 %
5,성내중학교전라북도 고창군 성내면 신성리,7 명6 명1 명,0 명0 명1 명0 명,0 명0.00 %
6,심원중학교전라북도 고창군 심원면 연화리,5 명5 명0 명,0 명0 명0 명0 명,0 명0.00 %
7,흥덕중학교전라북도 고창군 흥덕면 흥덕리,19 명9 명10 명,0 명0 명0 명0 명,0 명0.00 %
8,고창남중학교전라북도 고창군 성송면 향산리,10 명8 명2 명,0 명0 명0 명0 명,0 명0.00 %
9,공음중학교전라북도 고창군 공음면 칠암리,4 명4 명0 명,0 명0 명0 명0 명,0 명0.00 %
10,상하중학교전라북도 고창군 상하면 장산리,19 명9 명10 명,0 명0 명0 명0 명,0 명0.00 %
11,신림중학교전라북도 고창군 신림면 무림리,5 명5 명0 명,0 명0 명0 명0 명,0 명0.00 %
12,아산중학교전라북도 고창군 아산면 하갑리,9 명6 명3 명,0 명0 명0 명0 명,0 명0.00 %
13,해리중학교전라북도 고창군 해리면 하련리,18 명4 명14 명,0 명0 명0 명0 명,0 명0.00 %
0,서해삼육중학교충청남도 홍성군 광천읍 광천리,36 명15 명21 명,1 명1 명0 명1 명,2 명5.56 %
1,홍성중학교충청남도 홍성군 홍성읍 고암리,191 명191 명0 명,0 명2 명0 명0 명,2 명1.05 %
2,내포중학교충청남도 홍성군 홍북읍,132 명73 명59 명,0 명1 명1 명0 명,1 명0.76 %
3,홍성여자중학교충청남도 홍성군 홍성읍 소향리,336 명0 명336 명,0 명1 명0 명0 명,1 명0.30 %
4,광천중학교충청남도 홍성군 광천읍 광천리,61 명21 명40 명,0 명0 명0 명0 명,0 명0.00 %
5,홍성서부중학교충청남도 홍성군 서부면 이호리,14 명4 명10 명,0 명0 명0 명0 명,0 명0.00 %
6,갈산중학교충청남도 홍성군 갈산면 상촌리,19 명11 명8 명,0 명0 명0 명0 명,0 명0.00 %
7,금마중학교충청남도 홍성군 금마면 화양리,4 명1 명3 명,0 명0 명0 명0 명,0 명0.00 %
8,홍동중학교충청남도 홍성군 홍동면 구정리,38 명22 명16 명,0 명0 명0 명2 명,0 명0.00 %
9,홍주중학교충청남도 홍성군 홍성읍 오관리,172 명172 명0 명,0 명0 명1 명0 명,0 명0.00 %
0,근흥중학교충청남도 태안군 근흥면 용신리,17 명10 명7 명,0 명1 명0 명0 명,1 명5.88 %
1,태안여자중학교충청남도 태안군 태안읍 동문리,138 명0 명138 명,0 명2 명0 명0 명,2 명1.45 %
2,태안중학교충청남도 태안군 태안읍 동문리,172 명172 명0 명,1 명0 명0 명0 명,1 명0.58 %
3,만리포중학교충청남도 태안군 소원면 신덕리,25 명12 명13 명,0 명0 명0 명0 명,0 명0.00 %
4,안면중학교충청남도 태안군 안면읍 승언리,62 명34 명28 명,0 명0 명0 명0 명,0 명0.00 %
5,원이중학교이원분교장충청남도 태안군 이원면 포지리,11 명3 명8 명,0 명0 명0 명0 명,0 명0.00 %
6,남면중학교충청남도 태안군 남면 달산리,15 명8 명7 명,0 명0 명0 명0 명,0 명0.00 %
7,원이중학교충청남도 태안군 원북면 마산리,42 명17 명25 명,0 명0 명0 명1 명,0 명0.00 %
8,창기중학교충청남도 태안군 안면읍 창기리,10 명4 명6 명,0 명0 명0 명0 명,0 명0.00 %
0,정산중학교충청남도 청양군 정산면 서정리,44 명29 명15 명,0 명1 명0 명0 명,1 명2.27 %
1,청양중학교충청남도 청양군 청양읍,111 명68 명43 명,0 명1 명1 명0 명,1 명0.90 %
2,장평중학교충청남도 청양군 장평면 중추리,10 명6 명4 명,0 명0 명0 명0 명,0 명0.00 %
3,청남중학교충청남도 청양군 청남면 청소리,9 명6 명3 명,0 명0 명0 명0 명,0 명0.00 %
4,동영중학교충청남도 청양군 남양면 구룡리,6 명4 명2 명,0 명0 명0 명0 명,0 명0.00 %
5,청신여자중학교충청남도 청양군 청양읍 벽천리,12 명0 명12 명,0 명0 명0 명0 명,0 명0.00 %
6,화성중학교충청남도 청양군 화성면 구재리,15 명8 명7 명,0 명0 명0 명0 명,0 명0.00 %
0,병천중학교충청남도 천안시 동남구 병천면 탑원리,68 명32 명36 명,1 명2 명1 명2 명,3 명4.41 %
1,환서중학교충청남도 천안시 서북구 백석동,273 명139 명134 명,1 명8 명19 명0 명,9 명3.30 %
2,입장중학교충청남도 천안시 서북구 입장면 유리,85 명44 명41 명,0 명2 명3 명0 명,2 명2.35 %
3,천안신방중학교충청남도 천안시동남구 신방동,415 명214 명201 명,6 명3 명17 명4 명,9 명2.17 %
4,천안백석중학교충청남도 천안시 서북구 백석동,287 명145 명142 명,1 명5 명7 명0 명,6 명2.09 %
5,천안두정중학교충청남도 천안시 서북구 두정동,329 명162 명167 명,2 명4 명15 명0 명,6 명1.82 %
6,천안봉서중학교충청남도 천안시 서북구 쌍용동,255 명128 명127 명,1 명3 명20 명2 명,4 명1.57 %
7,천안월봉중학교충청남도 천안시 서북구 불당동,385 명206 명179 명,2 명4 명24 명0 명,6 명1.56 %
8,천안성정중학교충청남도 천안시 서북구 성정동,193 명97 명96 명,2 명1 명3 명0 명,3 명1.55 %
9,천안쌍용중학교충청남도 천안시 서북구 쌍용동,412 명205 명207 명,3 명3 명17 명1 명,6 명1.46 %
10,천안새샘중학교충청남도 천안시 동남구 신방동,349 명180 명169 명,0 명5 명12 명0 명,5 명1.43 %
11,천안동성중학교충청남도 천안시 서북구 성환읍 매주리,162 명89 명73 명,1 명1 명1 명0 명,2 명1.23 %
12,천안용곡중학교충청남도 천안시 동남구 용곡동,417 명217 명200 명,2 명3 명8 명1 명,5 명1.20 %
13,천안동중학교충청남도 천안시 동남구 삼룡동,203 명96 명107 명,0 명2 명3 명0 명,2 명0.99 %
14,복자여자중학교충청남도 천안시 동남구 성황동,204 명0 명204 명,0 명2 명3 명0 명,2 명0.98 %
