,ATPT_OFCDC_SC_CODE,ATPT_OFCDC_SC_NM,ADMST_ZONE_NM,ACA_INSTI_SC_NM,ACA_ASNUM,ACA_NM,ESTBL_YMD,REG_YMD,REG_STTUS_NM,CAA_BEGIN_YMD,CAA_END_YMD,TOFOR_SMTOT,DTM_RCPTN_ABLTY_NMPR_SMTOT,REALM_SC_NM,LE_ORD_NM,LE_CRSE_LIST_NM,LE_CRSE_NM,PSNBY_THCC_CNTNT,THCC_OTHBC_YN,BRHS_ACA_YN,FA_RDNZC,FA_RDNMA,FA_RDNDA,LOAD_DTM
5444,D10,대구광역시교육청,수성구,교습소,3000017675,비엠케이미술교습소,20190125,20190125,개원,,,27,9.0,예능(대),예능(중),,미술,,Y,N,42247,대구광역시 수성구 지범로54길 6-6,/ 2층 일부 (범물동),20210912
5445,D10,대구광역시교육청,수성구,교습소,3000015668,비욘드영어교습소,20170103,20170103,개원,,,15,7.0,입시.검정 및 보습,보통교과,초등,보습,초등:150540/ 중등:200700/ 고등:250380,Y,N,41026,대구광역시 동구 팔공로51길 11,/ 제1동 2층 205호 (봉무동),20210912
5446,D10,대구광역시교육청,수성구,교습소,3000013846,빅앤트잉글리쉬영어교습소,20150309,20150309,개원,,,10,5.0,입시.검정 및 보습,보통교과,고등,보습,고등:280000/ 중등:250000,Y,,706804,대구광역시 수성구 화랑로2길 114,/ 2층 일부 (만촌동),20210912
5447,D10,대구광역시교육청,수성구,교습소,3000011515,빅초이스잉글리쉬영어교습소,20120802,20120802,개원,,,10,5.0,입시.검정 및 보습,보통교과,,보습,,,,706840,대구광역시 수성구 무학로37길 46,/ 2층 (지산동),20210912
5448,D10,대구광역시교육청,수성구,교습소,3000018379,빈피아노음악교습소,20191101,20191101,개원,,,36,9.0,예능(대),예능(중),피아노초급,음악,피아노초급:120000/ 피아노중급:130000/ 피아노고급:140000/ 리코더/단소:20000,Y,N,42075,대구광역시 수성구 교학로12길 17,/ 1층 (만촌동),20210912
5449,D10,대구광역시교육청,수성구,교습소,3000019583,빡쎈정쌤영어교습소,20210607,20210607,개원,,,54,9.0,입시.검정 및 보습,보통교과,,보습,,Y,N,42159,대구광역시 수성구 상화로5길 16,/ 2층 (상동),20210912
5450,D10,대구광역시교육청,수성구,교습소,2000008988,빨간코끼리미술교습소,19961118,19961118,개원,,,27,9.0,예능(대),예능(중),초급,음악,초급:100000/ 초급:80000/ 초급:65000,N,,706936,대구광역시 수성구 상록로 41, 범어태왕아너스상가 202호 (범어동),20210912
5451,D10,대구광역시교육청,수성구,교습소,3000017664,빨간펜수학의달인수성만촌점수학교습소,20190129,20190129,개원,,,54,6.0,입시.검정 및 보습,보통교과,초등A,보습,초등A:190000/ 초등B:220000/ 초등C:290000/ 초등D:350000/ 중등A:260000/ 중등B:350000/ 중등C:450000/ 중등D:500000/ 고등A:350000,Y,N,42074,대구광역시 수성구 교학로11길 39,/ 4층 (만촌동),20210912
5452,D10,대구광역시교육청,수성구,교습소,8115,사고력수학교습소,20100219,20080912,개원,,,13,6.0,입시.검정 및 보습,보통교과,초등,보습,초등:150000/ 중등:200000/ 고등:250000,N,,706803,대구광역시 수성구 효행로2길 108 (),,20210912
5453,D10,대구광역시교육청,수성구,교습소,3000014562,사랑해미술교습소,20151215,20151215,개원,,,27,9.0,예능(대),예능(중),,미술,,Y,N,42138,대구광역시 수성구 명덕로 464,/ 2층 (수성동3가),20210912
