법정동명,학원명,계열명,정원합계,주소,학원ID
전라북도 군산시,소리엘음악학원,예능(대),15,전라북도 군산시 백토로 215,65087
전라북도 군산시,소망학원,입시.검정 및 보습,200,전라북도 군산시 부골1길 43,65088
전라북도 군산시,소예피아노학원,종합(대),95,전라북도 군산시 소룡안3길 24,65089
전라북도 군산시,송재영수학영어학원,입시.검정 및 보습,260,전라북도 군산시 미장안길 60,65090
전라북도 군산시,쇼팽음악학원,예능(대),21,전라북도 군산시 황룡로 88,65091
전라북도 군산시,쇼팽의빨강피아노학원,예능(대),98,전라북도 군산시 의료원로 159,65092
전라북도 군산시,수송최성은피아노학원,예능(대),70,전라북도 군산시 축동로 34,65093
전라북도 군산시,쉬즈네일뷰티학원,직업기술,160,전라북도 군산시 축동안3길 3,65094
전라북도 군산시,슈베르피아노학원,예능(대),60,전라북도 군산시 의료원로 159,65095
전라북도 군산시,슈슈음악학원,예능(대),60,전라북도 군산시 의료원로 57-15,65096
전라북도 군산시,스카이독서실,독서실,180,전라북도 군산시 신지길 7,65097
전라북도 군산시,스타에듀영어학원,입시.검정 및 보습,170,전라북도 군산시 백릉로 56,65098
전라북도 군산시,스터디메이트독서실,독서실,120,전라북도 군산시 수송로 126,65099
전라북도 군산시,스템(STEM)융합학원,입시.검정 및 보습,60,전라북도 군산시 축동안길 37,65100
전라북도 군산시,스피킹클럽군산학원,입시.검정 및 보습,60,전라북도 군산시 미룡로 30,65101
전라북도 군산시,시매쓰학원,입시.검정 및 보습,222,전라북도 군산시 상지곡3길 10,65102
전라북도 군산시,시온수학학원,입시.검정 및 보습,140,전라북도 군산시 나운로 1,65103
전라북도 군산시,신금호피아노학원,예능(대),25,전라북도 군산시 수송로 49,65104
전라북도 군산시,신나는피아노학원,예능(대),24,전라북도 군산시 설림2길 34 (),65105
전라북도 군산시,신선생요리제과제빵학원,직업기술,160,전라북도 군산시 번영로 74,65106
전라북도 군산시,신유미피아노학원,예능(대),44,전라북도 군산시 서당길 11,65107
전라북도 군산시,신지곡음악피아노바이올린학원,예능(대),27,전라북도 군산시 신지길 23 (),65108
전라북도 군산시,신풍피아노학원,예능(대),54,전라북도 군산시 하나운안1길 29,65109
전라북도 군산시,실력영어전문학원,입시.검정 및 보습,15,전라북도 군산시 나운안3길 10-5,65110
전라북도 군산시,심수현피아노스튜디오학원,예능(대),108,전라북도 군산시 수송안길 3,65111
전라북도 군산시,심지학원,입시.검정 및 보습,232,전라북도 군산시 백릉로 174,65112
전라북도 군산시,씨엠에스CMS융합사고력수학학원,입시.검정 및 보습,160,전라북도 군산시 수송7길 8,65113
전라북도 군산시,아뜰리에뷰티아카데미학원,직업기술,120,전라북도 군산시 월명로 282,65114
전라북도 군산시,아뜰리에피아노학원,예능(대),60,전라북도 군산시 미룡로 45,65115
전라북도 군산시,아르떼음악학원,예능(대),45,전라북도 군산시 수송로 71,65116
전라북도 군산시,아사히일본어학원,국제화,37,전라북도 군산시 수송로 212,65117
전라북도 군산시,아이네트샘동이보습영어학원,종합(대),54,전라북도 군산시 나운안길 60,65118
전라북도 군산시,아이네트학원,입시.검정 및 보습,250,전라북도 군산시 수송로 134,65119
전라북도 군산시,아이넷학원,입시.검정 및 보습,42,전라북도 군산시 백토로 57,65120
전라북도 군산시,아이러브피아노학원,예능(대),30,전라북도 군산시 축동안길 51,65121
전라북도 군산시,아이뮤즈음악학원,예능(대),20,전라북도 군산시 장재길 18-1,65122
전라북도 군산시,아이비스쿨알엔지클럽학원,종합(대),72,전라북도 군산시 수송로 211,65123
전라북도 군산시,아이스케치미술학원,예능(대),40,전라북도 군산시 미장14길 33,65124
전라북도 군산시,아이스터디학원,입시.검정 및 보습,360,전라북도 군산시 진포로 233-1,65125
전라북도 군산시,아이엠야누스미술학원,예능(대),180,전라북도 군산시 수송로 92,65126
전라북도 군산시,아이탑학원,입시.검정 및 보습,88,전라북도 군산시 나운로 4,65127
전라북도 군산시,아인스학원,입시.검정 및 보습,210,전라북도 군산시 나운안3길 10-4,65128
전라북도 군산시,아토즈영어학원,입시.검정 및 보습,168,전라북도 군산시 수송로 251,65129
전라북도 군산시,아트앤아트미술학원,예능(대),100,전라북도 군산시 칠성로 101,65130
전라북도 군산시,안단테피아노학원,예능(대),44,전라북도 군산시 동아로 155,65131
전라북도 군산시,안뜰에봄학원,종합(대),353,전라북도 군산시 대학로 165,65132
전라북도 군산시,안혜경음악학원,예능(대),117,전라북도 군산시 나운안길 8,65133
전라북도 군산시,알지수학학원,입시.검정 및 보습,200,전라북도 군산시 수송남로 24,65134
전라북도 군산시,알찬아이네트학원,종합(대),129,전라북도 군산시 신촌1길 18-1,65135
전라북도 군산시,알파수학학원,입시.검정 및 보습,40,전라북도 군산시 미룡로 22,65136
전라북도 군산시,알파플러스학원,입시.검정 및 보습,106,전라북도 군산시 미장안길 54,65137
전라북도 군산시,애니챔프만화전문창조의아침미술학원,예능(대),133,전라북도 군산시 수송북로 7,65138
전라북도 군산시,애플영어학원,입시.검정 및 보습,32,전라북도 군산시 수송로 210-1,65139
전라북도 군산시,애플음악학원,예능(대),12,전라북도 군산시 월명로 495 (),65140
전라북도 군산시,앤탑영어학원,입시.검정 및 보습,78,전라북도 군산시 백토로 166,65141
전라북도 군산시,어썸팩토리군산수송독서실,독서실,410,전라북도 군산시 월명로 261,65142
전라북도 군산시,에스뷰티스쿨학원,직업기술,310,전라북도 군산시 수송로 72,65143
전라북도 군산시,에스아이SI어학원,국제화,205,전라북도 군산시 수송남로 20,65144
전라북도 군산시,에스엠Sm실용음악학원,예능(대),50,전라북도 군산시 문화로 87,65145
전라북도 군산시,에스투영수전문학원,입시.검정 및 보습,20,전라북도 군산시 월명로 291,65146
전라북도 군산시,에이원미용학원,직업기술,480,전라북도 군산시 중앙로 206,65147
전라북도 군산시,에이원영어학원,국제화,72,전라북도 군산시 축동로 46,65148
전라북도 군산시,에이치에스(HS)폴댄스학원,기예(대),63,전라북도 군산시 미장안3길 36,65149
전라북도 군산시,에프엠영수학원,입시.검정 및 보습,280,전라북도 군산시 서수송1길 9,65150
전라북도 군산시,에프터스쿨학원,입시.검정 및 보습,266,전라북도 군산시 칠성로 111-1,65151
전라북도 군산시,엔젤피아노학원,예능(대),33,전라북도 군산시 진포3길 24-4,65152
전라북도 군산시,엘교E-秀학원,입시.검정 및 보습,230,전라북도 군산시 미제3길 2,65153
전라북도 군산시,엘리트영수학원,입시.검정 및 보습,140,전라북도 군산시 하나운로 18,65154
전라북도 군산시,엘림에듀학원,종합(대),180,전라북도 군산시 나운로 39,65155
전라북도 군산시,엘컴퓨터학원,직업기술,318,전라북도 군산시 축동2길 40-6,65156
전라북도 군산시,엠아이티MIT영수전문학원,입시.검정 및 보습,120,전라북도 군산시 동아로 146,65157
전라북도 군산시,엠에이치(MH)수학학원,입시.검정 및 보습,444,전라북도 군산시 수송로 285,65158
전라북도 군산시,엡솔루트입시학원,입시.검정 및 보습,80,전라북도 군산시 하나운로 69,65159
전라북도 군산시,연세학원,입시.검정 및 보습,40,전라북도 군산시 백토로 138,65160
전라북도 군산시,열공독서실,독서실,146,전라북도 군산시 월명로 297,65161
전라북도 군산시,열린입시학원,입시.검정 및 보습,28,전라북도 군산시 설림길 56,65162
전라북도 군산시,영민학원,입시.검정 및 보습,124,전라북도 군산시 하나운로 38,65163
전라북도 군산시,영수집중학원,입시.검정 및 보습,121,전라북도 군산시 수송로 216,65164
전라북도 군산시,영재피아노학원,예능(대),15,전라북도 군산시 옥구읍 옥구로 51,65165
전라북도 군산시,예가원음악학원,예능(대),48,전라북도 군산시 경기장로 20,65166
전라북도 군산시,예사랑음악학원,예능(대),95,전라북도 군산시 내사2길 17,65167
전라북도 군산시,예원음악학원,예능(대),70,전라북도 군산시 나운안1길 24,65168
전라북도 군산시,오름영.수학원,입시.검정 및 보습,48,전라북도 군산시 소룡안2길 29,65169
전라북도 군산시,오토맥클리닉캐드학원,직업기술,180,전라북도 군산시 번영로 93,65170
전라북도 군산시,오투음악학원,예능(대),35,전라북도 군산시 축동로 42,65171
전라북도 군산시,온누리영·수전문학원,입시.검정 및 보습,240,전라북도 군산시 축동2길 40-3,65172
전라북도 군산시,올림피아드수학학원,입시.검정 및 보습,34,전라북도 군산시 수송로 213,65173
전라북도 군산시,와이비수학과학전문학원,입시.검정 및 보습,252,전라북도 군산시 수송남로 20,65174
전라북도 군산시,와이스쿨학원,입시.검정 및 보습,164,전라북도 군산시 축동로 49,65175
전라북도 군산시,왕도학원,입시.검정 및 보습,16,전라북도 군산시 수송로 208,65176
전라북도 군산시,외대어학원,국제화,151,전라북도 군산시 나운안1길 34,65177
전라북도 군산시,우리독서실,독서실,64,전라북도 군산시 백릉로 53,65178
전라북도 군산시,우보서당학원,입시.검정 및 보습,60,전라북도 군산시 미룡로 28,65179
전라북도 군산시,우승중국어학원,국제화,45,전라북도 군산시 나운안3길 10-5,65180
전라북도 군산시,웅진북클럽학습센터백토학원,입시.검정 및 보습,170,전라북도 군산시 백토로 114,65181
전라북도 군산시,웅진씽크빅학습센터수송학원,입시.검정 및 보습,150,전라북도 군산시 수송로 136,65182
전라북도 군산시,웨슬리언외국어학원,종합(대),61,전라북도 군산시 하나운로 29,65183
전라북도 군산시,위상수학전문학원,입시.검정 및 보습,60,전라북도 군산시 수송로 137,65184
전라북도 군산시,위즈어학원,종합(대),368,전라북도 군산시 미장안길 3,65185
전라북도 군산시,유레카수학학원,입시.검정 및 보습,201,전라북도 군산시 미룡로 24,65186
전라북도 군산시,유재인수학학원,입시.검정 및 보습,96,전라북도 군산시 황룡안길 48,65187
전라북도 군산시,유진코딩영어수학학원,입시.검정 및 보습,132,전라북도 군산시 동메2길 32-2,65188
전라북도 군산시,윤선생IGSE수송학원,입시.검정 및 보습,135,전라북도 군산시 축동로 34,65189
전라북도 군산시,윤선생영어교실군산남부학원,입시.검정 및 보습,135,전라북도 군산시 백토로 138,65190
전라북도 군산시,윤선생영어숲미장학원,입시.검정 및 보습,200,전라북도 군산시 들땅리길 23,65191
전라북도 군산시,윤선생영어숲수송남학원,국제화,60,전라북도 군산시 수송로 218,65192
전라북도 군산시,윤선생영어숲지곡학원,입시.검정 및 보습,75,전라북도 군산시 계산로 91,65193
전라북도 군산시,윤선생영어신군산학원,입시.검정 및 보습,180,전라북도 군산시 나운안1길 19,65194
전라북도 군산시,윤성신요리전문학원,직업기술,270,전라북도 군산시 대학로 244,65195
전라북도 군산시,율곡독서실,독서실,108,전라북도 군산시 신설로 25 (),65196
